NOME,UF,PARTIDO,VOTO1,VOTO2,VOTO3,VOTO4,VOTO5,VOTO6,VOTO7,VOTO8,VOTO9,VOTO10,VOTO11,VOTO12,VOTO13,VOTO14,VOTO15,VOTO16,VOTO17,VOTO18,VOTO19,VOTO20,VOTO21,VOTO22,VOTO23,VOTO24,VOTO25,VOTO26,VOTO27,VOTO28,VOTO29,VOTO30,VOTO31,VOTO32,VOTO33,VOTO34,VOTO35,VOTO36,VOTO37,VOTO38,VOTO39,VOTO40,VOTO41,VOTO42,VOTO43,VOTO44,VOTO45,VOTO46,VOTO47,VOTO48,VOTO49,VOTO50,VOTO51,VOTO52,VOTO53,VOTO54,VOTO55,VOTO56,VOTO57,VOTO58,VOTO59,VOTO60,VOTO61,VOTO62,VOTO63,VOTO64,VOTO65,VOTO66,VOTO67,VOTO68,VOTO69,VOTO70,VOTO71,VOTO72,VOTO73,VOTO74,VOTO75,VOTO76,VOTO77,VOTO78,VOTO79,VOTO80,VOTO81,VOTO82,VOTO83,VOTO84,VOTO85,VOTO86,VOTO87,VOTO88,VOTO89,VOTO90,VOTO91,VOTO92,VOTO93,VOTO94,VOTO95,VOTO96,VOTO97,VOTO98,VOTO99,VOTO100,VOTO101,VOTO102,VOTO103,VOTO104,VOTO105,VOTO106,VOTO107,VOTO108,VOTO109,VOTO110,VOTO111,VOTO112,VOTO113,VOTO114,VOTO115,VOTO116,VOTO117,VOTO118,VOTO119,VOTO120,VOTO121,VOTO122,VOTO123,VOTO124,VOTO125,VOTO126,VOTO127,VOTO128,VOTO129,VOTO130,VOTO131,VOTO132,VOTO133,VOTO134,VOTO135,VOTO136,VOTO137,VOTO138,VOTO139,VOTO140,VOTO141,VOTO142,VOTO143,VOTO144,VOTO145,VOTO146,VOTO147,VOTO148,VOTO149,VOTO150,VOTO151,VOTO152,VOTO153,VOTO154,VOTO155,VOTO156,VOTO157,VOTO158,VOTO159,VOTO160,VOTO161,VOTO162,VOTO163,VOTO164,VOTO165,VOTO166,VOTO167,VOTO168,VOTO169,VOTO170,VOTO171,VOTO172,VOTO173,VOTO174,VOTO175,VOTO176,VOTO177,VOTO178,VOTO179,VOTO180,VOTO181,VOTO182,VOTO183,VOTO184,VOTO185,VOTO186,VOTO187,VOTO188,VOTO189,VOTO190,VOTO191,VOTO192,VOTO193,VOTO194,VOTO195,VOTO196,VOTO197,VOTO198,VOTO199,VOTO200,VOTO201,VOTO202,VOTO203,VOTO204,VOTO205,VOTO206,VOTO207,VOTO208,VOTO209,VOTO210,VOTO211,VOTO212,VOTO213,VOTO214,VOTO215,VOTO216,VOTO217,VOTO218,VOTO219,VOTO220,VOTO221,VOTO222,VOTO223,VOTO224,VOTO225,VOTO226,VOTO227,VOTO228,VOTO229,VOTO230,VOTO231,VOTO232,VOTO233,VOTO234,VOTO235,VOTO236,VOTO237,VOTO238,VOTO239,VOTO240,VOTO241,VOTO242,VOTO243,VOTO244,VOTO245,VOTO246,VOTO247,VOTO248,VOTO249,VOTO250,VOTO251,VOTO252,VOTO253,VOTO254,VOTO255,VOTO256,VOTO257,VOTO258,VOTO259,VOTO260,VOTO261,VOTO262,VOTO263,VOTO264,VOTO265,VOTO266,VOTO267,VOTO268,VOTO269,VOTO270,VOTO271,VOTO272,VOTO273,VOTO274,VOTO275,VOTO276,VOTO277,VOTO278,VOTO279,VOTO280,VOTO281,VOTO282,VOTO283,VOTO284,VOTO285,VOTO286,VOTO287,VOTO288,VOTO289,VOTO290,VOTO291,VOTO292,VOTO293,VOTO294,VOTO295,VOTO296,VOTO297,VOTO298,VOTO299,VOTO300,VOTO301,VOTO302,VOTO303,VOTO304,VOTO305,VOTO306,VOTO307,VOTO308,VOTO309,VOTO310,VOTO311,VOTO312,VOTO313,VOTO314,VOTO315,VOTO316,VOTO317,VOTO318,VOTO319,VOTO320,VOTO321,VOTO322,VOTO323,VOTO324,VOTO325,VOTO326,VOTO327,VOTO328,VOTO329,VOTO330,VOTO331,VOTO332,VOTO333,VOTO334,VOTO335,VOTO336,VOTO337,VOTO338,VOTO339,VOTO340,VOTO341,VOTO342,VOTO343,VOTO344,VOTO345,VOTO346,VOTO347,VOTO348,VOTO349,VOTO350,VOTO351,VOTO352,VOTO353,VOTO354,VOTO355,VOTO356,VOTO357,VOTO358,VOTO359,VOTO360,VOTO361,VOTO362,VOTO363,VOTO364,VOTO365,VOTO366,VOTO367,VOTO368,VOTO369,VOTO370,VOTO371,VOTO372,VOTO373,VOTO374,VOTO375,VOTO376,VOTO377,VOTO378,VOTO379,VOTO380,VOTO381,VOTO382,VOTO383,VOTO384,VOTO385,VOTO386,VOTO387,VOTO388,VOTO389,VOTO390,VOTO391,VOTO392,VOTO393,VOTO394,VOTO395,VOTO396,VOTO397,VOTO398,VOTO399,VOTO400,VOTO401,VOTO402,VOTO403,VOTO404,VOTO405,VOTO406,VOTO407,VOTO408,VOTO409,VOTO410,VOTO411,VOTO412,VOTO413,VOTO414,VOTO415,VOTO416,VOTO417,VOTO418,VOTO419,VOTO420,VOTO421,VOTO422,VOTO423,VOTO424,VOTO425,VOTO426,VOTO427,VOTO428,VOTO429,VOTO430,VOTO431,VOTO432,VOTO433,VOTO434,VOTO435,VOTO436,VOTO437,VOTO438,VOTO439,VOTO440,VOTO441,VOTO442,VOTO443,VOTO444,VOTO445,VOTO446,VOTO447,VOTO448,VOTO449,VOTO450,VOTO451,VOTO452,VOTO453,VOTO454,VOTO455,VOTO456,VOTO457,VOTO458,VOTO459,VOTO460,VOTO461,VOTO462,VOTO463,VOTO464,VOTO465,VOTO466,VOTO467,VOTO468,VOTO469,VOTO470,VOTO471,VOTO472,VOTO473,VOTO474,VOTO475,VOTO476,VOTO477,VOTO478,VOTO479,VOTO480,VOTO481,VOTO482,VOTO483,VOTO484,VOTO485,VOTO486,VOTO487,VOTO488,VOTO489,VOTO490,VOTO491,VOTO492,VOTO493,VOTO494,VOTO495,VOTO496,VOTO497,VOTO498,VOTO499,VOTO500,VOTO501,VOTO502,VOTO503,VOTO504,VOTO505,VOTO506,VOTO507,VOTO508,VOTO509,VOTO510,VOTO511,VOTO512,VOTO513,VOTO514,VOTO515,VOTO516,VOTO517,VOTO518,VOTO519,VOTO520,VOTO521,VOTO522,VOTO523,VOTO524,VOTO525,VOTO526,VOTO527,VOTO528,VOTO529,VOTO530,VOTO531,VOTO532,VOTO533,VOTO534,VOTO535,VOTO536,VOTO537,VOTO538,VOTO539,VOTO540,VOTO541,VOTO542,VOTO543,VOTO544,VOTO545,VOTO546,VOTO547,VOTO548,VOTO549,VOTO550,VOTO551,VOTO552,VOTO553,VOTO554,VOTO555,VOTO556,VOTO557,VOTO558,VOTO559,VOTO560,VOTO561,VOTO562,VOTO563,VOTO564,VOTO565,VOTO566,VOTO567,VOTO568,VOTO569,VOTO570,VOTO571,VOTO572,VOTO573,VOTO574,VOTO575,VOTO576,VOTO577,VOTO578,VOTO579,VOTO580,VOTO581,VOTO582,VOTO583,VOTO584,VOTO585,VOTO586,VOTO587,VOTO588,VOTO589,VOTO590,VOTO591,VOTO592,VOTO593,VOTO594,VOTO595,VOTO596,VOTO597,VOTO598,VOTO599,VOTO600,VOTO601,VOTO602,VOTO603,VOTO604,VOTO605,VOTO606,VOTO607,VOTO608,VOTO609,VOTO610,VOTO611,VOTO612,VOTO613,VOTO614,VOTO615,VOTO616,VOTO617,VOTO618,VOTO619,VOTO620,VOTO621,VOTO622,VOTO623,VOTO624,VOTO625,VOTO626,VOTO627,VOTO628,VOTO629,VOTO630,VOTO631,VOTO632,VOTO633,VOTO634,VOTO635,VOTO636,VOTO637,VOTO638,VOTO639,VOTO640,VOTO641,VOTO642,VOTO643,VOTO644,VOTO645,VOTO646,VOTO647,VOTO648,VOTO649,VOTO650,VOTO651,VOTO652,VOTO653,VOTO654,VOTO655,VOTO656,VOTO657,VOTO658,VOTO659,VOTO660,VOTO661,VOTO662,VOTO663,VOTO664,VOTO665,VOTO666,VOTO667,VOTO668,VOTO669,VOTO670,VOTO671,VOTO672,VOTO673,VOTO674,VOTO675,VOTO676,VOTO677,VOTO678,VOTO679,VOTO680,VOTO681,VOTO682,VOTO683,VOTO684,VOTO685,VOTO686,VOTO687,VOTO688,VOTO689,VOTO690,VOTO691,VOTO692,VOTO693,VOTO694,VOTO695,VOTO696,VOTO697,VOTO698,VOTO699,VOTO700,VOTO701,VOTO702,VOTO703,VOTO704,VOTO705,VOTO706,VOTO707,VOTO708,VOTO709,VOTO710,VOTO711,VOTO712,VOTO713,VOTO714,VOTO715,VOTO716,VOTO717,VOTO718,VOTO719,VOTO720,VOTO721,VOTO722,VOTO723,VOTO724,VOTO725,VOTO726,VOTO727,VOTO728,VOTO729,VOTO730,VOTO731,VOTO732,VOTO733,VOTO734,VOTO735,VOTO736,VOTO737,VOTO738,VOTO739,VOTO740,VOTO741,VOTO742,VOTO743,VOTO744,VOTO745,VOTO746,VOTO747,VOTO748,VOTO749,VOTO750,VOTO751,VOTO752,VOTO753,VOTO754,VOTO755,VOTO756,VOTO757,VOTO758,VOTO759,VOTO760,VOTO761,VOTO762,VOTO763,VOTO764,VOTO765,VOTO766,VOTO767,VOTO768,VOTO769,VOTO770,VOTO771,VOTO772,VOTO773,VOTO774,VOTO775,VOTO776,VOTO777,VOTO778,VOTO779,VOTO780,VOTO781,VOTO782,VOTO783,VOTO784,VOTO785,VOTO786,VOTO787,VOTO788,VOTO789,VOTO790,VOTO791,VOTO792,VOTO793,VOTO794,VOTO795,VOTO796,VOTO797,VOTO798,VOTO799,VOTO800,VOTO801,VOTO802,VOTO803,VOTO804,VOTO805,VOTO806,VOTO807,VOTO808,VOTO809,VOTO810,VOTO811,VOTO812,VOTO813,VOTO814,VOTO815,VOTO816,VOTO817,VOTO818,VOTO819,VOTO820,VOTO821,VOTO822,VOTO823,VOTO824,VOTO825,VOTO826,VOTO827,VOTO828,VOTO829,VOTO830,VOTO831,VOTO832,VOTO833,VOTO834,VOTO835,VOTO836,VOTO837,VOTO838,VOTO839,VOTO840,VOTO841,VOTO842,VOTO843,VOTO844,VOTO845,VOTO846,VOTO847,VOTO848,VOTO849,VOTO850,VOTO851,VOTO852,VOTO853,VOTO854,VOTO855,VOTO856,VOTO857,VOTO858,VOTO859,VOTO860,VOTO861,VOTO862,VOTO863,VOTO864,VOTO865,VOTO866,VOTO867
4930,PE,AVANTE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,-1,-1,1,1,1,-1,-1,-1,0,0,-1,-1,-1,1,0,0,0,1,0,-1,-1,1,1,0,0,-1,1,1,0,0,0,1,1,1,0,-1,-1,-1,-1,1,0,1,0,-1,1,1,0,1,1,-1,0,0,0,-1,0,-1,0,1,-1,0,-1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,-1,0,0,0,0,0,-1,-1,-1,-1,1,0,0,1,1,-1,1,1,0,1,1,0,0,0,0,1,-1,0,1,0,1,0,1,-1,0,1,0,0,0,-1,1,1,-1,1,1,0,1,0,1,-1,1,-1,1,0,0,1,-1,0,0,-1,-1,1,-1,1,1,1,-1,1,-1,0,-1,0,-1,1,0,0,1,-1,1,0,0,0,0,-1,0,0,-1,-1,0,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,1,1,0,1,0,1,-1,1,1,-1,1,0,-1,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,-1,1,-1,1,0,-1,-1,1,1,0,1,-1,0,1,-1,1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,1,-1,-1,-1,0,1,-1,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,1,-1,-1,0,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,1,1,1,1,1,0,1,-1,1,0,1,1,-1,-1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,1,1,-1,0,0,1,-1,0,1,0,-1,-1,1,0,-1,1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,0,1,-1,1,-1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,0,1,-1,1,1,1,0,0,0,0,0,0,-1,-1,1,0,1,1,1,1,1,0,-1,1,-1,0,-1,1,0,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,-1,1,0,0,0,0,0,0,-1,-1,0,1,-1,-1,0,-1,1,0,-1,1,1,-1,0,-1,-1,1,1,-1,1,1,-1,1,-1,-1,1,0,1,1,-1,1,1,-1,0,0,1,-1,-1,1,-1,1,1,-1,0,0,-1,1,1,0,1,0,-1,1,-1,1,-1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,1,-1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,-1,-1,-1,1,1,0,-1,1,0,0,1,1,-1
4931,DF,PSDB,1,-1,0,-1,1,1,1,1,-1,0,-1,1,-1,1,-1,-1,-1,1,-1,0,1,-1,0,0,0,1,1,-1,-1,0,1,1,1,1,0,1,0,-1,0,1,-1,1,-1,1,1,-1,1,1,1,1,0,-1,-1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,1,0,1,1,1,-1,1,-1,0,0,0,-1,-1,1,1,-1,-1,1,0,-1,0,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,0,-1,1,0,-1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,0,-1,1,-1,1,0,0,1,1,1,-1,1,-1,1,-1,1,1,1,-1,0,1,0,1,0,1,1,1,0,1,-1,1,-1,-1,1,1,0,1,0,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,0,-1,0,-1,1,0,1,-1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,-1,0,1,-1,-1,-1,1,1,-1,1,1,1,0,0,1,1,0,1,0,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,-1,1,1,-1,1,-1,-1,0,1,1,1,1,1,1,-1,-1,1,1,0,-1,1,1,0,-1,-1,-1,1,1,1,-1,0,-1,0,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,-1,-1,1,-1,-1,0,-1,1,0,1,1,-1,-1,1,-1,-1,-1,-1,1,0,1,1,0,0,1,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,0,-1,-1,1,1,1,0,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,0,0,-1,-1,-1,-1,1,-1,0,-1,0,-1,1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,0,1,-1,1,1,1,0,1,1,-1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,1,1,1,0,-1,0,-1,-1,1,-1,-1,1,-1,1,1,-1,0,0,0,-1,-1,1,-1,0,1,1,1,1,1,1,-1,-1,1,0,0,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,0,-1,0,0,-1,0,1,1,0,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,-1,0,1,1,1,-1,-1,1,-1,0,1,-1,0,0,0,0,0,0,0,1,0,-1,1,1,-1,1,1,1,0,0,1,1,-1,1,1,-1,-1,-1,0,0,-1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1,0,1,1,0,1,0,1,1,0,0,1,-1,1,1,-1,-1,1,-1,-1,0,1,1,0,0,-1,-1,1,0,-1,-1,0,1,-1,-1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,0,1,1,1,-1,1,-1,-1,1,1,0,0,1,-1,0,-1,1,-1,1,-1,0,1,-1,0,1,-1,1,0,0,-1,1,-1,-1,-1,1,1,0,1,1,-1,1,1,1,-1,1,1,1,0,0,1,-1,-1,1,0,-1,-1,1,1,-1,1,1,0,0,-1,0,1,-1,-1,1,0,-1,0,-1,-1,1,1,-1,0,0,1,-1,0,1,0,0,-1,-1,0,-1,0,0,0,1,0,-1,1,1,0,0,-1,0,0,-1,-1,1,-1,0,0,1,-1,1,-1,0,-1,1,1,1,0,-1,0,0,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,-1,0,0,1,-1,1,0,0,-1,1,-1,1,1,-1,0,-1,0,0,1,1,-1,0,-1,-1,-1,1,0,0,0,0,-1,-1,0,0,0,1,1,1,1,1,1,1,-1,-1,1,-1,0,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1,0,0,1,1,-1,-1,0,0,0,1,-1
